Deal_id,Deal_created_at,Deal_Value,Deal_Stage,Deal _Status,Deal_Email_messages_count,Deal_Total_activities,Deal_Currency,Deal_Region
Adlud_deal_d268,21/11/2019 21:12,100000,RFP,Lost,0,0,USD,US
Adlud_deal_d269,19/03/2020 01:54,100000,RFP,Lost,0,0,USD,US
Adlud_deal_d270,14/01/2020 10:03,100000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d271,14/01/2020 11:22,100000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d272,15/10/2020 12:51,100000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d273,23/06/2020 06:00,100000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d274,09/11/2020 06:49,100000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d275,17/06/2019 10:20,100000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d276,02/09/2019 14:26,100000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d277,24/10/2019 12:55,100000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d278,21/04/2020 17:58,100000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d279,16/09/2020 12:19,100000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d280,27/10/2020 18:49,100000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d281,08/04/2019 12:24,100000,IO Sent,Deleted,3,4,EUR,UK & EUROPE
Adlud_deal_d282,24/08/2019 12:33,100000,Contacted,Lost,0,2,GBP,UK & EUROPE
Adlud_deal_d283,17/05/2019 07:17,100000,Contacted,Won,0,10,HKD,APAC & RESELLERS
Adlud_deal_d284,17/12/2019 17:13,100000,RFP,Won,0,0,USD,US
Adlud_deal_d285,04/11/2020 13:16,100000,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d286,09/10/2019 02:46,100000,RFP,Won,0,0,USD,US
Adlud_deal_d287,04/04/2020 02:02,100000,RFP,Won,0,0,USD,US
Adlud_deal_d288,19/05/2020 02:45,100000,RFP,Won,0,0,USD,US
Adlud_deal_d289,30/09/2020 23:11,100000,RFP,Won,0,0,USD,US
Adlud_deal_d290,24/06/2019 18:45,100000,RFP,Won,0,0,USD,US
Adlud_deal_d291,09/07/2019 16:33,100000,RFP,Lost,0,0,USD,US
Adlud_deal_d292,16/07/2019 20:05,100000,Contacted,Lost,0,0,USD,US
Adlud_deal_d293,16/07/2019 20:06,100000,Contacted,Lost,0,0,USD,US
Adlud_deal_d294,16/07/2019 20:07,100000,Contacted,Lost,0,0,USD,US
Adlud_deal_d295,24/09/2019 19:53,100000,RFP,Lost,0,0,USD,US
Adlud_deal_d296,16/09/2020 13:43,100000,IO Sent,Deleted,3,0,GBP,UK & EUROPE
Adlud_deal_d297,01/05/2019 18:01,100000,RFP,Deleted,0,0,USD,US
Adlud_deal_d298,30/04/2019 06:25,100000,RFP,Lost,4,0,USD,US
Adlud_deal_d299,11/06/2019 00:28,100000,RFP,Lost,10,0,USD,US
Adlud_deal_d300,30/07/2019 00:32,100000,RFP,Lost,14,0,USD,US
Adlud_deal_d301,04/02/2020 20:35,100000,RFP,Lost,15,2,USD,US
Adlud_deal_d302,20/10/2020 11:45,100000,RFP,Lost,1,4,EUR,UK & EUROPE
Adlud_deal_d303,07/07/2020 18:58,99000,Contacted,Won,1,0,EUR,UK & EUROPE
Adlud_deal_d304,06/07/2020 18:03,94117.64,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d305,06/07/2020 19:04,94117.64,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d306,06/08/2019 14:50,94117,Contacted,Lost,0,3,HKD,APAC & RESELLERS
Adlud_deal_d307,18/02/2019 07:01,94117,Contacted,Lost,0,7,HKD,APAC & RESELLERS
Adlud_deal_d308,05/03/2019 07:22,94117,Contacted,Lost,0,8,HKD,APAC & RESELLERS
Adlud_deal_d309,07/03/2019 10:54,94117,Contacted,Lost,0,12,HKD,APAC & RESELLERS
Adlud_deal_d310,26/04/2019 05:33,94117,Contacted,Lost,0,6,HKD,APAC & RESELLERS
Adlud_deal_d311,12/06/2019 04:22,94117,Contacted,Lost,0,7,HKD,APAC & RESELLERS
Adlud_deal_d312,19/07/2019 07:02,94117,Contacted,Lost,0,2,HKD,APAC & RESELLERS
Adlud_deal_d313,06/08/2019 14:48,94117,Contacted,Lost,0,6,HKD,APAC & RESELLERS
Adlud_deal_d314,16/08/2019 08:59,94117,Contacted,Lost,0,3,HKD,APAC & RESELLERS
Adlud_deal_d315,23/08/2019 11:36,94117,Contacted,Lost,0,5,HKD,APAC & RESELLERS
Adlud_deal_d316,30/08/2019 05:53,94117,Contacted,Lost,0,2,HKD,APAC & RESELLERS
Adlud_deal_d317,09/01/2020 12:36,94117,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d318,16/07/2020 11:02,94117,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d319,15/01/2020 06:54,94117,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d320,31/03/2020 09:43,94117,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d321,05/03/2020 10:22,94117,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d322,25/06/2019 13:46,94117,Contacted,Won,0,6,HKD,APAC & RESELLERS
Adlud_deal_d323,03/07/2019 10:59,94117,Contacted,Won,0,6,HKD,APAC & RESELLERS
Adlud_deal_d324,15/10/2019 12:10,94117,Contacted,Won,0,2,HKD,APAC & RESELLERS
Adlud_deal_d325,02/01/2020 06:12,94117,Contacted,Won,0,2,HKD,APAC & RESELLERS
Adlud_deal_d326,03/12/2019 06:23,94117,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d327,28/05/2020 06:09,94117,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d328,15/10/2020 12:50,93837.9,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d329,27/01/2020 19:25,90000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d330,04/07/2019 07:43,90000,Contacted,Lost,0,6,HKD,APAC & RESELLERS
Adlud_deal_d331,05/12/2020 00:22,90000,RFP,Won,0,0,USD,US
Adlud_deal_d332,11/07/2019 14:37,88000,IO Sent,Deleted,2,0,EUR,US
Adlud_deal_d333,16/11/2020 13:55,85000,Contacted,Lost,0,5,GBP,UK & EUROPE
Adlud_deal_d334,20/12/2019 06:23,83100,RFP,Won,0,0,USD,US
Adlud_deal_d335,11/10/2019 16:41,83000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d336,18/04/2019 05:14,82352.94,Contacted,Lost,0,7,HKD,APAC & RESELLERS
Adlud_deal_d337,22/02/2019 08:14,82352.94,Contacted,Won,0,10,HKD,APAC & RESELLERS
Adlud_deal_d338,05/06/2020 06:00,82352,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d339,05/06/2020 06:02,82352,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d340,09/04/2020 09:47,82352,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d341,02/04/2019 05:21,82000,RFP,Lost,0,6,GBP,APAC & RESELLERS
Adlud_deal_d342,28/12/2020 12:59,81000,Contacted,Lost,37,1,EUR,UK & EUROPE
Adlud_deal_d343,18/11/2020 07:29,80000,IO Sent,Deleted,4,0,HKD,UK & EUROPE
Adlud_deal_d344,28/05/2020 08:37,80000,Contacted,Lost,0,2,HKD,APAC & RESELLERS
Adlud_deal_d345,18/01/2019 06:34,80000,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d346,22/03/2019 11:05,80000,Contacted,Lost,0,10,HKD,APAC & RESELLERS
Adlud_deal_d347,24/04/2019 11:45,80000,Contacted,Lost,0,2,HKD,APAC & RESELLERS
Adlud_deal_d348,16/05/2019 11:57,80000,Contacted,Lost,0,2,HKD,APAC & RESELLERS
Adlud_deal_d349,04/09/2020 06:38,80000,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d350,16/09/2020 11:56,80000,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d351,19/03/2020 01:47,80000,RFP,Lost,0,0,USD,US
Adlud_deal_d352,11/12/2020 05:29,80000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d353,15/05/2019 07:27,80000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d354,29/07/2019 06:29,80000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d355,21/08/2020 12:12,80000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d356,14/09/2020 07:51,80000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d357,15/10/2020 12:52,80000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d358,30/11/2020 12:44,80000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d359,11/04/2019 17:57,80000,Contacted,Lost,0,10,GBP,UK & EUROPE
Adlud_deal_d360,12/06/2020 05:34,80000,RFP,Won,0,9,USD,APAC & RESELLERS
Adlud_deal_d361,25/11/2020 10:28,80000,Contacted,Won,0,1,HKD,APAC & RESELLERS
Adlud_deal_d362,01/12/2020 12:19,80000,Contacted,Won,0,1,HKD,APAC & RESELLERS
Adlud_deal_d363,18/09/2019 14:53,80000,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d364,21/10/2020 09:12,80000,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d365,12/03/2019 11:34,80000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d366,21/08/2020 19:18,78050.7,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d367,21/09/2020 14:14,78000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d368,17/01/2019 16:32,78000,IO Sent,Deleted,0,3,GBP,UK & EUROPE
Adlud_deal_d369,04/07/2019 17:54,76147.28,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d370,02/01/2020 06:07,75294,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d371,01/05/2019 18:02,75000,IO Sent,Deleted,4,0,USD,US
Adlud_deal_d371,01/05/2019 18:05,75000,RFP,Lost,0,0,USD,US
Adlud_deal_d372,22/07/2019 17:23,75000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d373,21/11/2019 21:14,75000,RFP,Lost,0,0,USD,US
Adlud_deal_d374,17/01/2020 22:27,75000,RFP,Lost,0,0,USD,US
Adlud_deal_d375,17/03/2020 00:16,75000,RFP,Lost,0,0,USD,US
Adlud_deal_d376,01/05/2019 23:13,75000,Contacted,Lost,0,0,USD,UK & EUROPE
Adlud_deal_d377,10/07/2019 23:13,75000,Contacted,Lost,0,0,USD,UK & EUROPE
Adlud_deal_d378,08/01/2020 21:00,75000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d379,20/02/2019 02:39,75000,RFP,Won,0,0,USD,US
Adlud_deal_d380,15/09/2020 04:00,75000,RFP,Won,0,0,USD,US
Adlud_deal_d381,18/02/2020 14:48,75000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d382,04/01/2019 03:12,75000,RFP,Lost,3,0,USD,US
Adlud_deal_d383,12/04/2019 13:18,75000,Contacted,Lost,7,0,GBP,UK & EUROPE
Adlud_deal_d384,13/05/2019 17:34,75000,RFP,Lost,22,0,USD,US
Adlud_deal_d385,25/11/2019 21:45,71662,RFP,Won,0,0,USD,US
Adlud_deal_d386,19/09/2019 16:20,71351,IO Sent,Deleted,1,0,USD,US
Adlud_deal_d387,25/11/2019 21:40,71000,RFP,Won,0,0,USD,US
Adlud_deal_d388,27/07/2020 09:28,70588.24,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d389,01/03/2019 15:22,70588,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d390,12/11/2020 10:09,70588,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d391,09/01/2020 12:37,70582.35,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d392,26/03/2020 10:29,70000,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d393,23/03/2020 14:17,70000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d394,23/06/2020 10:02,70000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d395,23/11/2020 05:35,70000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d396,05/08/2019 15:58,70000,Contacted,Lost,0,3,GBP,UK & EUROPE
Adlud_deal_d397,12/12/2019 15:17,70000,IO Sent,Won,1,0,EUR,UK & EUROPE
Adlud_deal_d398,31/10/2019 17:22,70000,Contacted,Lost,1,0,EUR,UK & EUROPE
Adlud_deal_d399,15/07/2019 20:31,68275,RFP,Deleted,0,0,USD,US
Adlud_deal_d400,21/06/2019 04:48,65000,RFP,Won,0,6,GBP,APAC & RESELLERS
Adlud_deal_d401,17/05/2019 01:17,65000,RFP,Won,0,0,USD,US
Adlud_deal_d402,15/07/2019 17:30,64864.87,IO Sent,Won,0,0,USD,UK & EUROPE
Adlud_deal_d403,07/03/2019 14:38,64864,IO Sent,Deleted,0,0,USD,UK & EUROPE
Adlud_deal_d404,12/11/2020 10:36,63500,RFP,Won,0,4,USD,APAC & RESELLERS
Adlud_deal_d405,17/01/2019 13:22,60000,IO Sent,Deleted,4,5,EUR,APAC & RESELLERS
Adlud_deal_d406,10/09/2020 06:53,60000,RFP,Lost,0,2,HKD,APAC & RESELLERS
Adlud_deal_d407,23/01/2020 10:46,60000,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d408,04/05/2020 10:33,60000,Contacted,Lost,0,1,HKD,APAC & RESELLERS
Adlud_deal_d409,17/03/2020 00:17,60000,RFP,Lost,0,0,USD,US
Adlud_deal_d410,05/10/2020 11:24,60000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d411,24/07/2020 10:48,60000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d412,19/08/2020 10:01,60000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d413,19/08/2020 10:02,60000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d414,09/03/2020 14:22,60000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d415,12/06/2020 06:50,60000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d416,01/04/2019 17:51,60000,IO Sent,Deleted,4,4,EUR,APAC & RESELLERS
Adlud_deal_d417,26/02/2019 04:26,60000,RFP,Won,0,0,USD,US
Adlud_deal_d418,15/12/2020 11:45,60000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d419,29/01/2020 23:44,60000,Contacted,Lost,1,0,EUR,UK & EUROPE
Adlud_deal_d420,15/11/2019 12:20,58871,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d421,25/02/2020 05:41,58823.53,RFP,Won,0,0,MYR,APAC & RESELLERS
Adlud_deal_d422,18/06/2019 08:06,58823,RFP,Won,0,8,MYR,APAC & RESELLERS
Adlud_deal_d423,24/04/2020 10:53,58823,Contacted,Won,0,0,HKD,APAC & RESELLERS
Adlud_deal_d424,14/05/2019 17:03,58718.92,IO Sent,Deleted,3,0,USD,US
Adlud_deal_d425,02/07/2019 11:31,58120.26,IO Sent,Deleted,4,0,USD,US
Adlud_deal_d426,04/06/2019 10:28,57647,Contacted,Won,0,1,HKD,APAC & RESELLERS
Adlud_deal_d427,28/01/2020 20:30,57500,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d428,06/11/2019 13:51,57336.89,Contacted,Won,0,0,USD,UK & EUROPE
Adlud_deal_d429,11/12/2020 04:05,56100,RFP,Won,0,0,USD,US
Adlud_deal_d430,01/12/2020 18:23,56000,Contacted,Won,0,5,USD,UK & EUROPE
Adlud_deal_d431,09/11/2020 15:36,55809,Contacted,Lost,0,0,BRL,APAC & RESELLERS
Adlud_deal_d432,23/08/2019 20:31,54108.83,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d433,06/11/2019 21:09,54054.05,IO Sent,Won,1,0,USD,UK & EUROPE
Adlud_deal_d434,07/10/2019 10:33,52941.18,RFP,Won,0,16,SGD,APAC & RESELLERS
Adlud_deal_d435,14/12/2020 22:32,52650,Contacted,Lost,2,0,BRL,APAC & RESELLERS
Adlud_deal_d436,07/08/2020 06:57,52500,RFP,Won,0,0,USD,US
Adlud_deal_d437,07/01/2019 22:24,52000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d438,17/01/2020 08:05,51000,RFP,Lost,0,0,USD,US
Adlud_deal_d439,25/09/2019 22:29,50000,RFP,Deleted,0,0,USD,US
Adlud_deal_d440,25/09/2019 22:29,50000,RFP,Deleted,0,0,USD,US
Adlud_deal_d441,07/08/2020 17:20,50000,Contacted,Deleted,0,0,USD,US
Adlud_deal_d442,19/08/2019 18:47,50000,IO Sent,Deleted,1,0,GBP,UK & EUROPE
Adlud_deal_d443,04/08/2020 03:09,50000,Contacted,Open,0,0,USD,US
Adlud_deal_d444,05/12/2019 16:07,50000,RFP,Deleted,0,0,USD,US
Adlud_deal_d445,13/01/2020 18:05,50000,IO Sent,Deleted,2,0,GBP,UK & EUROPE
Adlud_deal_d446,06/06/2019 21:24,50000,RFP,Deleted,0,0,USD,US
Adlud_deal_d447,15/07/2019 20:05,50000,RFP,Deleted,0,0,USD,US
Adlud_deal_d448,04/08/2020 02:55,50000,Contacted,Open,0,0,USD,US
Adlud_deal_d449,19/06/2019 02:19,50000,RFP,Lost,0,9,GBP,APAC & RESELLERS
Adlud_deal_d450,25/07/2019 05:10,50000,RFP,Lost,0,5,GBP,APAC & RESELLERS
Adlud_deal_d451,30/07/2019 10:37,50000,RFP,Lost,0,5,SGD,APAC & RESELLERS
Adlud_deal_d452,03/02/2020 07:43,50000,Contacted,Lost,0,2,GBP,APAC & RESELLERS
Adlud_deal_d453,22/10/2020 12:47,50000,Contacted,Lost,0,1,USD,APAC & RESELLERS
Adlud_deal_d454,05/11/2020 05:26,50000,Contacted,Lost,0,2,USD,APAC & RESELLERS
Adlud_deal_d455,05/04/2019 15:10,50000,Meeting,Lost,0,0,GBP,PLATFORM
Adlud_deal_d456,24/06/2019 18:48,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d457,01/09/2019 09:08,50000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d458,25/09/2019 22:27,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d459,25/09/2019 22:28,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d460,08/10/2019 20:39,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d461,25/11/2019 21:50,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d462,17/01/2020 22:28,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d463,17/01/2020 22:29,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d464,23/01/2020 22:23,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d465,12/02/2020 22:28,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d466,05/03/2020 19:56,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d467,22/04/2020 16:29,50000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d468,04/08/2020 03:10,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d469,23/10/2020 00:08,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d470,09/08/2019 18:22,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d471,24/03/2020 17:42,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d472,20/10/2020 17:26,50000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d473,04/03/2020 21:55,50000,Contacted,Lost,0,0,USD,US
Adlud_deal_d474,24/08/2019 12:31,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d475,22/01/2020 13:43,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d476,11/02/2020 21:41,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d477,11/02/2020 21:42,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d478,29/05/2019 19:09,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d479,28/10/2019 14:45,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d480,12/06/2020 06:52,50000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d481,11/02/2020 12:09,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d482,16/09/2020 13:44,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d483,09/12/2020 00:45,50000,Contacted,Lost,0,0,USD,US
Adlud_deal_d484,27/02/2019 00:07,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d485,21/05/2019 12:52,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d486,13/06/2019 14:35,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d487,17/08/2019 00:11,50000,Contacted,Lost,0,0,USD,US
Adlud_deal_d488,17/08/2019 00:11,50000,Contacted,Lost,0,0,USD,US
Adlud_deal_d489,07/11/2019 23:49,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d490,08/11/2019 15:45,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d491,21/11/2019 14:09,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d492,28/11/2019 13:11,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d493,20/12/2019 06:25,50000,Contacted,Lost,0,0,USD,US
Adlud_deal_d494,22/06/2020 13:36,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d495,14/07/2020 12:49,50000,Contacted,Lost,0,0,HKD,APAC & RESELLERS
Adlud_deal_d496,05/08/2020 22:27,50000,Contacted,Lost,0,0,BRL,APAC & RESELLERS
Adlud_deal_d497,16/09/2020 18:12,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d498,18/09/2020 09:27,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d499,27/07/2020 16:46,50000,Contacted,Lost,0,1,BRL,APAC & RESELLERS
Adlud_deal_d500,10/03/2020 03:28,50000,RFP,Lost,0,3,GBP,APAC & RESELLERS
Adlud_deal_d501,10/06/2019 17:51,50000,Contacted,Lost,0,6,GBP,UK & EUROPE
Adlud_deal_d502,28/08/2020 19:33,50000,Contacted,Lost,0,1,BRL,APAC & RESELLERS
Adlud_deal_d503,26/04/2019 06:00,50000,RFP,Won,0,0,USD,US
Adlud_deal_d504,03/07/2019 05:37,50000,RFP,Won,0,0,USD,US
Adlud_deal_d505,22/07/2019 22:36,50000,RFP,Won,0,0,USD,US
Adlud_deal_d506,29/07/2019 21:44,50000,RFP,Won,0,0,USD,US
Adlud_deal_d446,05/08/2019 20:52,50000,RFP,Won,0,0,USD,US
Adlud_deal_d507,17/07/2019 13:30,50000,IO Sent,Won,4,0,EUR,UK & EUROPE
Adlud_deal_d508,13/03/2020 19:23,50000,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d509,23/01/2020 02:47,50000,RFP,Won,0,0,USD,US
Adlud_deal_d510,09/10/2019 02:43,50000,RFP,Won,0,0,USD,US
Adlud_deal_d511,21/11/2019 21:13,50000,RFP,Won,0,0,USD,US
Adlud_deal_d512,28/10/2020 22:35,50000,RFP,Won,0,0,USD,US
Adlud_deal_d513,21/03/2019 13:59,50000,IO Sent,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d514,15/07/2020 02:17,50000,Contacted,Won,2,1,BRL,APAC & RESELLERS
Adlud_deal_d515,27/01/2019 15:23,50000,Contacted,Lost,0,5,GBP,UK & EUROPE
Adlud_deal_d516,01/07/2019 14:27,50000,RFP,Lost,0,7,GBP,UK & EUROPE
Adlud_deal_d517,30/11/2020 14:17,50000,RFP,Lost,0,3,GBP,UK & EUROPE
Adlud_deal_d518,04/08/2020 03:16,50000,Contacted,Open,0,0,USD,US
Adlud_deal_d519,04/08/2020 02:56,50000,Contacted,Open,0,0,USD,US
Adlud_deal_d520,04/08/2020 03:13,50000,Contacted,Open,0,0,USD,US
Adlud_deal_d521,12/04/2019 22:51,50000,Contacted,Lost,0,0,USD,US
Adlud_deal_d522,19/04/2019 23:10,50000,RFP,Lost,0,0,USD,US
Adlud_deal_d523,16/07/2020 13:19,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d524,11/08/2020 17:07,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d525,13/06/2019 14:22,50000,Contacted,Lost,0,2,GBP,UK & EUROPE
Adlud_deal_d526,27/08/2019 12:58,50000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d527,11/06/2019 00:27,50000,RFP,Won,27,0,USD,US
Adlud_deal_d528,30/07/2019 20:59,50000,RFP,Won,13,0,USD,US
Adlud_deal_d529,16/04/2019 20:27,50000,RFP,Lost,35,0,USD,US
Adlud_deal_d530,24/06/2019 18:46,50000,RFP,Lost,2,0,USD,US
Adlud_deal_d531,16/07/2019 20:03,50000,RFP,Lost,18,0,USD,US
Adlud_deal_d532,09/08/2019 17:25,50000,RFP,Lost,10,0,USD,US
Adlud_deal_d533,13/07/2020 23:37,50000,Contacted,Lost,47,3,BRL,APAC & RESELLERS
Adlud_deal_d534,28/10/2019 13:20,50000,Contacted,Lost,3,0,EUR,UK & EUROPE
Adlud_deal_d535,13/11/2019 13:58,50000,Contacted,Lost,1,0,EUR,UK & EUROPE
Adlud_deal_d536,25/01/2019 20:40,50000,RFP,Lost,20,0,USD,US
Adlud_deal_d537,12/04/2019 22:51,50000,Contacted,Lost,1,0,USD,US
Adlud_deal_d538,04/09/2019 13:36,48877.06,IO Sent,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d539,30/05/2019 11:31,48300,RFP,Won,0,5,GBP,APAC & RESELLERS
Adlud_deal_d540,12/11/2020 09:10,47058.82,RFP,Won,0,3,SGD,APAC & RESELLERS
Adlud_deal_d541,27/06/2019 09:35,47058,RFP,Lost,0,12,SGD,APAC & RESELLERS
Adlud_deal_d542,27/02/2019 11:00,46311,RFP,Won,0,9,GBP,APAC & RESELLERS
Adlud_deal_d543,01/03/2019 14:57,45000,Contacted,Lost,0,18,HKD,APAC & RESELLERS
Adlud_deal_d544,29/04/2019 13:38,45000,Contacted,Lost,0,13,USD,APAC & RESELLERS
Adlud_deal_d545,27/01/2020 19:30,45000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d546,21/07/2020 06:31,45000,Contacted,Open,0,4,SGD,APAC & RESELLERS
Adlud_deal_d547,23/05/2019 09:17,45000,RFP,Won,0,9,GBP,APAC & RESELLERS
Adlud_deal_d548,03/12/2020 13:13,45000,Contacted,Lost,0,0,GBP,US
Adlud_deal_d549,15/02/2019 14:58,44864.87,Meeting,Deleted,0,0,USD,US
Adlud_deal_d550,24/02/2020 18:27,44683.2,RFP,Won,0,0,USD,US
Adlud_deal_d551,24/06/2019 18:44,44247.78,RFP,Won,0,0,USD,US
