Deal_id,Deal_created_at,Deal_Value,Deal_Stage,Deal _Status,Deal_Email_messages_count,Deal_Total_activities,Deal_Currency,Deal_Region
Adlud_deal_d552,28/02/2019 14:04,43400,Meeting,Deleted,0,0,GBP,UK & EUROPE
Adlud_deal_d553,30/10/2019 20:21,42500,Contacted,Won,0,0,USD,US
Adlud_deal_d554,21/08/2020 08:16,42352.95,RFP,Won,0,0,USD,APAC & RESELLERS
Adlud_deal_d555,20/04/2020 04:45,41000,Contacted,Lost,0,0,SGD,APAC & RESELLERS
Adlud_deal_d556,12/01/2019 04:52,40770.65,RFP,Won,0,0,USD,US
Adlud_deal_d557,15/11/2019 13:35,40000,RFP,Lost,0,0,USD,UK & EUROPE
Adlud_deal_d558,11/02/2020 21:40,40000,RFP,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d559,09/11/2020 17:13,40000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d560,09/12/2020 19:27,40000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d561,25/02/2019 12:19,40000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d562,13/06/2019 14:21,40000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d563,09/06/2020 17:14,40000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d564,23/08/2019 20:50,40000,Contacted,Lost,0,0,USD,UK & EUROPE
Adlud_deal_d565,05/03/2020 10:11,40000,Contacted,Lost,0,0,USD,APAC & RESELLERS
Adlud_deal_d566,17/10/2019 11:13,40000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d567,22/01/2020 15:45,40000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d568,10/07/2019 11:28,40000,RFP,Lost,0,6,GBP,UK & EUROPE
Adlud_deal_d569,07/10/2019 15:39,40000,Contacted,Lost,0,15,GBP,UK & EUROPE
Adlud_deal_d570,20/04/2020 05:30,40000,Contacted,Open,0,4,SGD,APAC & RESELLERS
Adlud_deal_d571,17/07/2019 04:05,40000,Contacted,Lost,0,7,GBP,APAC & RESELLERS
Adlud_deal_d572,25/03/2019 03:53,40000,RFP,Won,0,10,GBP,APAC & RESELLERS
Adlud_deal_d573,09/12/2020 00:46,40000,RFP,Won,0,0,USD,US
Adlud_deal_d574,14/05/2019 21:34,40000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d575,28/11/2019 12:51,40000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d576,07/10/2019 16:19,40000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d577,07/10/2019 16:19,40000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d578,01/12/2020 10:29,40000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d579,28/10/2019 14:47,40000,Meeting,Deleted,0,0,GBP,UK & EUROPE
Adlud_deal_d580,03/02/2019 20:37,40000,Contacted,Lost,4,0,GBP,UK & EUROPE
Adlud_deal_d581,22/12/2020 02:25,39000,RFP,Won,0,0,USD,US
Adlud_deal_d582,17/01/2019 10:08,38841.75,RFP,Lost,0,6,GBP,APAC & RESELLERS
Adlud_deal_d583,02/01/2020 14:14,38000,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d584,18/08/2020 12:24,37058.82,IO Sent,Won,4,0,GBP,UK & EUROPE
Adlud_deal_d585,14/02/2019 14:07,36756.72,IO Sent,Deleted,1,0,USD,US
Adlud_deal_d586,14/10/2019 18:52,36174.86,IO Sent,Won,1,0,GBP,UK & EUROPE
Adlud_deal_d587,18/06/2019 10:28,35294.12,RFP,Lost,0,13,MYR,APAC & RESELLERS
Adlud_deal_d588,08/10/2019 09:20,35294.12,RFP,Lost,0,13,SGD,APAC & RESELLERS
Adlud_deal_d589,24/04/2019 08:22,35294.12,Contacted,Deleted,0,7,MYR,APAC & RESELLERS
Adlud_deal_d590,11/09/2019 10:23,35294.12,RFP,Won,0,10,SGD,APAC & RESELLERS
Adlud_deal_d591,12/07/2019 12:10,35294,Contacted,Won,0,5,HKD,APAC & RESELLERS
Adlud_deal_d592,04/03/2019 17:45,35000,RFP,Deleted,0,2,GBP,UK & EUROPE
Adlud_deal_d593,26/02/2019 14:05,35000,IO Sent,Deleted,1,0,USD,
Adlud_deal_d594,07/06/2020 08:27,35000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d595,07/01/2019 22:28,35000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d596,09/10/2019 18:29,35000,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d597,06/07/2020 17:55,35000,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d598,20/09/2019 14:19,35000,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d599,15/09/2020 20:00,35000,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d600,26/08/2020 16:45,35000,Contacted,Won,61,0,EUR,UK & EUROPE
Adlud_deal_d601,13/11/2019 17:51,34999.99,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d602,03/12/2020 16:04,34900,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d603,15/04/2019 08:49,34500,RFP,Won,0,8,SGD,APAC & RESELLERS
Adlud_deal_d604,01/07/2020 19:02,34170.23,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d605,25/09/2020 18:30,34000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d606,31/01/2019 05:51,33955.36,RFP,Lost,0,18,GBP,APAC & RESELLERS
Adlud_deal_d607,29/01/2019 11:45,33718.5,RFP,Lost,0,16,GBP,APAC & RESELLERS
Adlud_deal_d608,10/12/2019 11:15,33403.75,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d609,21/11/2019 12:26,32801.08,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d610,11/11/2020 18:04,32724.14,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d611,17/09/2020 18:22,32714.14,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d612,09/07/2019 19:15,32433.51,IO Sent,Won,2,0,USD,UK & EUROPE
Adlud_deal_d613,24/10/2019 09:36,32012.94,RFP,Won,0,5,USD,APAC & RESELLERS
Adlud_deal_d614,04/09/2020 18:21,32000,RFP,Won,0,3,AUD,APAC & RESELLERS
Adlud_deal_d615,27/01/2020 16:20,32000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d616,04/08/2020 12:19,31997,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d617,06/11/2019 21:21,31341.18,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d618,25/07/2020 02:04,31000,IO Sent,Deleted,1,0,USD,UK & EUROPE
Adlud_deal_d619,25/07/2020 02:03,31000,Contacted,Deleted,0,0,USD,UK & EUROPE
Adlud_deal_d620,10/07/2019 23:14,31000,Contacted,Won,0,0,USD,UK & EUROPE
Adlud_deal_d621,13/08/2019 18:48,30975.62,IO Sent,Won,1,0,USD,UK & EUROPE
Adlud_deal_d622,18/09/2019 13:42,30260.88,RFP,Won,0,0,USD,UK & EUROPE
Adlud_deal_d623,23/01/2019 18:27,30244.55,IO Sent,Deleted,4,0,USD,
Adlud_deal_d624,23/03/2020 09:00,30164,Contacted,Won,0,2,USD,APAC & RESELLERS
Adlud_deal_d625,07/02/2019 19:47,30000,Contacted,Deleted,0,4,GBP,UK & EUROPE
Adlud_deal_d626,23/07/2020 13:32,30000,RFP,Deleted,0,0,USD,US
Adlud_deal_d627,02/09/2019 05:59,30000,Contacted,Lost,0,4,USD,APAC & RESELLERS
Adlud_deal_d628,28/01/2019 17:52,30000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d629,13/05/2019 12:53,30000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d630,20/02/2020 15:14,30000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d631,24/02/2020 06:50,30000,RFP,Lost,0,0,GBP,APAC & RESELLERS
Adlud_deal_d632,22/05/2020 10:02,30000,RFP,Lost,0,0,SGD,APAC & RESELLERS
Adlud_deal_d633,02/06/2020 10:02,30000,RFP,Lost,0,0,GBP,APAC & RESELLERS
Adlud_deal_d634,22/06/2020 11:55,30000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d635,24/06/2020 13:35,30000,RFP,Lost,0,0,GBP,APAC & RESELLERS
Adlud_deal_d636,21/03/2019 12:38,30000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d637,23/04/2019 16:25,30000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d638,22/08/2019 12:23,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d067,28/11/2019 13:20,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d639,06/02/2020 19:34,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d640,19/09/2019 16:51,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d641,20/03/2019 12:42,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d642,20/03/2019 12:43,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d643,02/09/2019 13:18,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d644,08/11/2019 15:52,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d645,08/01/2020 19:47,30000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d646,10/02/2020 17:31,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d647,28/02/2020 12:15,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d648,03/06/2020 18:26,30000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d649,03/06/2020 18:27,30000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d650,16/11/2020 13:51,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d651,10/01/2019 13:46,30000,IO Sent,Deleted,2,5,EUR,UK & EUROPE
Adlud_deal_d652,08/05/2019 12:14,30000,Contacted,Deleted,0,9,MYR,APAC & RESELLERS
Adlud_deal_d653,23/10/2019 19:09,30000,Contacted,Lost,0,1,GBP,UK & EUROPE
Adlud_deal_d654,08/05/2019 12:17,30000,Contacted,Deleted,0,10,MYR,APAC & RESELLERS
Adlud_deal_d655,17/04/2020 13:25,30000,Contacted,Lost,0,3,USD,APAC & RESELLERS
Adlud_deal_d656,05/08/2019 05:47,30000,RFP,Won,0,9,SGD,APAC & RESELLERS
Adlud_deal_d657,29/01/2019 03:20,30000,RFP,Won,0,0,USD,US
Adlud_deal_d658,26/09/2019 13:48,30000,IO Sent,Won,4,0,GBP,UK & EUROPE
Adlud_deal_d659,24/02/2020 18:25,30000,RFP,Won,0,0,USD,US
Adlud_deal_d660,06/08/2020 20:47,30000,RFP,Won,0,0,USD,US
Adlud_deal_d661,08/07/2019 18:00,30000,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d662,17/07/2019 11:54,30000,IO Sent,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d663,28/10/2019 14:42,30000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d664,24/08/2019 12:29,30000,Meeting,Deleted,0,0,GBP,
Adlud_deal_d665,29/04/2019 17:29,30000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d666,07/10/2019 18:27,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d667,03/12/2019 17:49,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d668,18/03/2020 19:08,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d669,24/09/2020 11:15,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d670,11/11/2020 16:37,30000,Contacted,Lost,2,0,BRL,APAC & RESELLERS
Adlud_deal_d671,04/07/2019 17:00,30000,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d672,14/10/2019 13:59,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d673,28/11/2019 13:29,30000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d674,11/11/2020 17:24,30000,Contacted,Won,25,0,BRL,APAC & RESELLERS
Adlud_deal_d675,18/09/2020 18:07,30000,Contacted,Won,74,0,EUR,UK & EUROPE
Adlud_deal_d676,14/12/2020 11:58,30000,Contacted,Won,83,0,EUR,UK & EUROPE
Adlud_deal_d677,12/04/2019 13:06,30000,Meeting,Lost,4,0,GBP,PLATFORM
Adlud_deal_d678,16/07/2019 16:53,30000,Meeting,Deleted,1,0,GBP,
Adlud_deal_d679,20/12/2019 13:31,29999.99,IO Sent,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d680,31/01/2019 13:36,29814.12,Meeting,Deleted,0,0,USD,US
Adlud_deal_d681,01/10/2020 13:28,29756.61,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d682,25/11/2020 05:44,29553,RFP,Won,0,8,AUD,APAC & RESELLERS
Adlud_deal_d683,19/09/2019 16:52,29515.05,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d684,12/07/2019 07:29,29500,RFP,Won,0,3,SGD,APAC & RESELLERS
Adlud_deal_d685,08/10/2019 09:21,29411.76,RFP,Deleted,0,0,GBP,APAC & RESELLERS
Adlud_deal_d686,03/02/2020 07:03,29411.76,RFP,Lost,0,3,SGD,APAC & RESELLERS
Adlud_deal_d687,04/08/2020 08:43,29411.76,RFP,Won,0,2,SGD,APAC & RESELLERS
Adlud_deal_d688,22/10/2019 17:46,29411.76,RFP,Won,0,1,SGD,APAC & RESELLERS
Adlud_deal_d689,02/12/2020 12:23,29411.76,RFP,Won,0,2,SGD,APAC & RESELLERS
Adlud_deal_d690,26/06/2019 16:21,29411.76,IO Sent,Won,4,0,GBP,UK & EUROPE
Adlud_deal_d691,05/03/2020 10:14,29410,RFP,Won,0,6,SGD,APAC & RESELLERS
Adlud_deal_d692,06/01/2020 19:33,29250,RFP,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d693,23/09/2019 17:38,29147,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d694,15/09/2020 18:20,28723.52,IO Sent,Won,4,0,GBP,UK & EUROPE
Adlud_deal_d695,15/01/2019 06:21,28669,RFP,Lost,0,17,GBP,APAC & RESELLERS
Adlud_deal_d696,11/02/2019 13:17,28235.3,Meeting,Deleted,0,14,GBP,
Adlud_deal_d697,26/03/2020 13:23,28000,RFP,Lost,0,1,SGD,APAC & RESELLERS
Adlud_deal_d698,13/01/2020 22:33,27925,RFP,Won,0,0,USD,US
Adlud_deal_d699,12/03/2019 06:14,27891.5,RFP,Won,0,16,GBP,APAC & RESELLERS
Adlud_deal_d700,25/07/2020 01:19,27500,RFP,Won,0,0,USD,US
Adlud_deal_d701,28/01/2019 10:31,27295.41,RFP,Won,0,11,GBP,APAC & RESELLERS
Adlud_deal_d702,09/03/2020 14:11,27290.5,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d703,23/01/2020 06:01,27000,RFP,Lost,0,0,USD,APAC & RESELLERS
Adlud_deal_d704,08/05/2019 13:13,27000,RFP,Won,0,12,GBP,APAC & RESELLERS
Adlud_deal_d705,13/07/2020 11:59,27000,RFP,Won,0,0,GBP,PLATFORM
Adlud_deal_d706,03/07/2020 05:02,26940,RFP,Won,0,4,SGD,APAC & RESELLERS
Adlud_deal_d707,18/10/2019 10:26,26000,RFP,Won,0,11,SGD,APAC & RESELLERS
Adlud_deal_d567,22/01/2020 15:48,26000,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d708,06/02/2019 13:48,25648.47,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d709,16/06/2020 17:53,25500,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d710,03/12/2019 17:37,25477.44,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d711,13/01/2020 20:44,25477.44,IO Sent,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d712,05/03/2019 10:07,25294,Contacted,Won,0,1,HKD,APAC & RESELLERS
Adlud_deal_d713,07/08/2020 10:10,25182,Contacted,Won,0,1,GBP,APAC & RESELLERS
Adlud_deal_d714,20/03/2020 18:58,25000,Contacted,Open,0,0,USD,US
Adlud_deal_d715,17/04/2019 20:23,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d716,27/05/2020 11:27,25000,Meeting,Deleted,0,0,GBP,UK & EUROPE
Adlud_deal_d717,12/01/2019 02:03,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d147,12/01/2019 02:04,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d718,17/01/2019 07:59,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d719,21/02/2019 01:39,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d720,26/02/2019 03:44,25000,RFP,Deleted,0,0,GBP,US
Adlud_deal_d721,26/02/2019 04:19,25000,RFP,Deleted,0,0,GBP,US
Adlud_deal_d722,05/03/2019 00:55,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d723,14/03/2019 04:39,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d724,15/03/2019 06:10,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d725,17/04/2019 20:25,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d726,26/04/2019 06:05,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d727,26/04/2019 06:06,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d728,17/05/2019 02:03,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d729,19/06/2019 03:57,25000,RFP,Deleted,0,0,USD,US
Adlud_deal_d730,11/12/2019 22:43,25000,Contacted,Lost,0,2,USD,US
Adlud_deal_d731,11/12/2019 22:44,25000,Contacted,Lost,0,2,USD,US
Adlud_deal_d732,12/02/2020 17:39,25000,Contacted,Lost,0,2,USD,US
Adlud_deal_d733,15/04/2019 17:01,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d734,24/06/2019 18:48,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d735,25/09/2019 22:25,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d736,07/01/2020 07:29,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d737,17/01/2020 22:27,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d738,06/08/2020 16:55,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d739,21/11/2019 21:12,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d740,05/12/2019 23:35,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d714,06/03/2020 02:57,25000,Contacted,Lost,0,0,USD,US
Adlud_deal_d741,30/10/2019 15:26,25000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d742,01/09/2020 16:07,25000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d743,07/12/2020 15:10,25000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d744,15/04/2019 21:57,25000,Contacted,Lost,0,0,USD,US
Adlud_deal_d745,30/01/2020 03:40,25000,Contacted,Lost,0,0,USD,US
Adlud_deal_d746,30/01/2020 03:40,25000,Contacted,Lost,0,0,USD,US
Adlud_deal_d747,29/10/2020 18:06,25000,Contacted,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d748,05/06/2020 13:26,25000,RFP,Lost,0,4,SGD,APAC & RESELLERS
Adlud_deal_d749,05/04/2019 15:15,25000,RFP,Lost,0,12,GBP,UK & EUROPE
Adlud_deal_d592,23/07/2020 13:34,25000,RFP,Lost,0,5,SGD,APAC & RESELLERS
Adlud_deal_d750,20/04/2020 05:14,25000,RFP,Won,0,3,SGD,APAC & RESELLERS
Adlud_deal_d751,01/07/2019 23:13,25000,RFP,Won,0,0,USD,US
Adlud_deal_d752,23/07/2019 13:17,25000,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d753,21/11/2019 21:15,25000,RFP,Won,0,0,USD,US
Adlud_deal_d754,22/07/2020 13:28,25000,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d755,15/01/2020 19:53,25000,Contacted,Won,0,0,EUR,UK & EUROPE
Adlud_deal_d756,12/04/2019 22:51,25000,RFP,Lost,0,0,USD,US
Adlud_deal_d757,10/07/2019 13:07,25000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d758,01/12/2020 11:51,25000,Meeting,Deleted,0,0,EUR,UK & EUROPE
Adlud_deal_d759,16/09/2019 13:00,25000,RFP,Lost,0,0,GBP,UK & EUROPE
Adlud_deal_d760,21/09/2020 10:47,25000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d761,21/09/2020 10:48,25000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d762,23/04/2019 22:41,25000,Meeting,Lost,1,0,GBP,PLATFORM
Adlud_deal_d763,03/05/2019 18:46,25000,Contacted,Lost,20,0,USD,US
Adlud_deal_d764,03/05/2019 18:49,25000,RFP,Lost,11,0,USD,US
Adlud_deal_d765,23/01/2019 13:39,25000,Contacted,Lost,2,0,GBP,UK & EUROPE
Adlud_deal_d766,10/01/2019 17:54,25000,Contacted,Lost,3,0,GBP,UK & EUROPE
Adlud_deal_d767,17/08/2019 01:06,25000,Contacted,Lost,15,0,USD,US
Adlud_deal_d768,31/10/2019 02:02,25000,Contacted,Lost,10,2,USD,US
Adlud_deal_d769,12/06/2019 12:24,24104.11,RFP,Won,0,16,GBP,APAC & RESELLERS
Adlud_deal_d770,22/02/2019 19:15,24100,Contacted,Won,2,0,EUR,UK & EUROPE
Adlud_deal_d771,17/02/2020 17:06,23768.89,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d772,01/08/2019 05:29,23530,RFP,Won,0,11,SGD,APAC & RESELLERS
Adlud_deal_d773,24/07/2019 10:46,23529.41,RFP,Lost,0,8,USD,APAC & RESELLERS
Adlud_deal_d774,26/08/2019 09:53,23529.41,RFP,Lost,0,7,SGD,APAC & RESELLERS
Adlud_deal_d775,10/05/2019 07:12,23529.41,RFP,Lost,0,4,SGD,APAC & RESELLERS
Adlud_deal_d776,31/07/2019 06:47,23529.41,RFP,Lost,0,4,SGD,APAC & RESELLERS
Adlud_deal_d777,19/08/2019 11:42,23529.41,RFP,Lost,0,13,SGD,APAC & RESELLERS
Adlud_deal_d778,05/09/2019 06:04,23529.41,RFP,Lost,0,3,SGD,APAC & RESELLERS
Adlud_deal_d779,03/12/2019 07:53,23529.41,RFP,Lost,0,1,SGD,APAC & RESELLERS
Adlud_deal_d780,12/12/2019 15:34,23529.41,RFP,Lost,0,1,SGD,APAC & RESELLERS
Adlud_deal_d781,27/07/2019 10:16,23529.41,RFP,Lost,0,5,SGD,APAC & RESELLERS
Adlud_deal_d782,07/10/2019 06:41,23529.41,RFP,Lost,0,15,SGD,APAC & RESELLERS
Adlud_deal_d783,02/03/2020 08:05,23529.41,Contacted,Open,0,7,SGD,APAC & RESELLERS
Adlud_deal_d784,26/03/2020 13:36,23529.41,RFP,Won,0,5,SGD,APAC & RESELLERS
Adlud_deal_d785,26/11/2020 03:55,23529.41,RFP,Won,0,1,SGD,APAC & RESELLERS
Adlud_deal_d785,02/12/2020 12:22,23529.41,RFP,Won,0,1,SGD,APAC & RESELLERS
Adlud_deal_d786,08/10/2019 09:23,23529.41,RFP,Won,0,9,SGD,APAC & RESELLERS
Adlud_deal_d787,19/10/2020 12:36,23529.41,RFP,Won,0,3,SGD,APAC & RESELLERS
Adlud_deal_d788,12/11/2020 09:06,23529.41,RFP,Won,0,1,SGD,APAC & RESELLERS
Adlud_deal_d789,09/07/2019 06:49,23529,RFP,Won,0,8,SGD,APAC & RESELLERS
Adlud_deal_d790,05/08/2019 03:14,23520,RFP,Won,0,4,USD,APAC & RESELLERS
Adlud_deal_d791,28/10/2019 14:39,23413.13,RFP,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d792,24/09/2020 11:16,23378.75,IO Sent,Won,1,0,GBP,UK & EUROPE
Adlud_deal_d793,24/09/2020 11:17,23378.75,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d794,20/11/2020 19:04,23378.75,IO Sent,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d795,03/04/2019 11:46,23135.13,Meeting,Deleted,0,0,GBP,
Adlud_deal_d796,14/08/2020 23:03,23000,RFP,Won,0,0,USD,US
Adlud_deal_d797,24/05/2019 14:00,23000,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d798,27/01/2020 18:35,22984.32,Contacted,Lost,0,0,USD,UK & EUROPE
Adlud_deal_d799,04/06/2019 18:19,22891.76,IO Sent,Won,0,0,GBP,UK & EUROPE
Adlud_deal_d800,13/02/2019 08:09,22796.63,RFP,Lost,0,8,GBP,APAC & RESELLERS
Adlud_deal_d801,15/06/2020 12:38,22740,Contacted,Open,0,5,SGD,APAC & RESELLERS
Adlud_deal_d802,27/06/2019 11:24,22162.16,Meeting,Deleted,0,0,USD,APAC & RESELLERS
Adlud_deal_d803,07/10/2019 11:28,22000.4,IO Sent,Won,0,0,USD,UK & EUROPE
Adlud_deal_d804,13/01/2020 22:34,22000,RFP,Won,0,0,USD,US
Adlud_deal_d805,28/08/2019 12:28,22000,Contacted,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d806,01/03/2019 15:32,21857.74,Meeting,Deleted,0,0,GBP,
Adlud_deal_d807,29/05/2019 01:26,21374.4,IO Sent,Won,4,0,USD,UK & EUROPE
Adlud_deal_d808,29/11/2019 13:19,21135.14,RFP,Lost,0,0,USD,UK & EUROPE
Adlud_deal_d809,05/02/2020 13:00,21000,RFP,Lost,0,0,EUR,UK & EUROPE
Adlud_deal_d810,09/12/2019 06:26,20823.53,RFP,Lost,0,3,SGD,APAC & RESELLERS
Adlud_deal_d811,27/10/2020 06:58,20320.02,RFP,Won,0,2,GBP,APAC & RESELLERS
Adlud_deal_d812,26/04/2019 09:13,20080.21,RFP,Won,0,8,GBP,APAC & RESELLERS
Adlud_deal_d813,30/07/2020 17:51,20062.68,IO Sent,Won,2,0,GBP,UK & EUROPE
Adlud_deal_d814,29/01/2019 09:42,20029.85,RFP,Lost,0,18,GBP,APAC & RESELLERS
Adlud_deal_d815,15/01/2019 17:47,20000,IO Sent,Deleted,0,2,GBP,PLATFORM
Adlud_deal_d816,21/10/2019 11:32,20000,IO Sent,Deleted,3,0,GBP,UK & EUROPE
Adlud_deal_d166,09/03/2020 14:17,20000,IO Sent,Deleted,4,0,GBP,UK & EUROPE
Adlud_deal_d817,09/03/2020 14:19,20000,IO Sent,Deleted,0,0,GBP,UK & EUROPE
Adlud_deal_d818,21/02/2019 13:29,20000,IO Sent,Deleted,0,0,USD,APAC & RESELLERS
Adlud_deal_d819,07/03/2019 13:16,20000,IO Sent,Deleted,3,0,GBP,UK & EUROPE
Adlud_deal_d820,04/11/2019 12:25,20000,IO Sent,Deleted,3,0,GBP,UK & EUROPE
Adlud_deal_d821,17/01/2019 13:06,20000,IO Sent,Deleted,2,0,GBP,
Adlud_deal_d822,01/08/2019 10:02,20000,RFP,Lost,0,7,USD,APAC & RESELLERS
Adlud_deal_d823,30/03/2020 05:12,20000,RFP,Lost,0,1,SGD,APAC & RESELLERS
